"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Col1a1"	3.331	2.827	3.836	13.497	13.929	1.07e-10	5.34e-09	0.161
"Spsb2"	1.45	1.23	1.67	9.868	13.91	1.1e-10	5.43e-09	0.112
"Slc43a3"	2.852	2.419	3.285	6.087	13.895	1.11e-10	5.5e-09	0.135
"Tmem140"	1.914	1.623	2.206	8.955	13.872	1.14e-10	5.63e-09	0.124
"Slco2a1"	4.96	4.205	5.715	4.676	13.868	1.15e-10	5.64e-09	0.161
"Ugt1a2"	2.038	1.727	2.348	10.447	13.85	1.17e-10	5.73e-09	0.243
"Wwtr1"	1.581	1.339	1.822	7.851	13.839	1.19e-10	5.79e-09	0.052
"Ppp2r2b"	-1.503	-1.733	-1.274	11.26	-13.815	1.22e-10	5.93e-09	0.407
"Pdpn"	2.528	2.141	2.915	10.843	13.777	1.27e-10	6.17e-09	0.404
"Marveld1"	1.262	1.068	1.456	8.679	13.759	1.3e-10	6.28e-09	0.13
"Acly"	-1.216	-1.402	-1.029	15.291	-13.745	1.32e-10	6.34e-09	0.172
"Ier5l"	1.53	1.295	1.765	13.023	13.748	1.32e-10	6.34e-09	0.226
"Trib3"	2.662	2.253	3.071	10.007	13.741	1.33e-10	6.34e-09	0.093
"Bgn"	1.839	1.556	2.121	15.881	13.725	1.35e-10	6.42e-09	0.171
"Mvp"	2.038	1.724	2.351	11.863	13.727	1.35e-10	6.42e-09	0.259
"Ankle1"	2.715	2.297	3.133	8.4	13.716	1.36e-10	6.47e-09	0.149
"Hhip"	-1.833	-2.116	-1.551	8.597	-13.693	1.4e-10	6.62e-09	0.394
"Tnip2"	1.258	1.064	1.452	11.41	13.689	1.41e-10	6.63e-09	0.06
"Emilin1"	2.36	1.996	2.724	9.778	13.678	1.42e-10	6.67e-09	0.076
"Trim47"	1.311	1.109	1.513	11.993	13.677	1.43e-10	6.67e-09	0.118
"Flna"	2.577	2.179	2.975	10.374	13.66	1.45e-10	6.77e-09	0.074
"Traf3ip3"	1.721	1.455	1.987	8.761	13.661	1.45e-10	6.77e-09	0.225
"Aldh1a2"	3.51	2.967	4.052	9.724	13.645	1.48e-10	6.86e-09	0.102
"Pf4"	3.48	2.941	4.02	12.833	13.625	1.51e-10	6.99e-09	0.246
"Tlr4"	1.549	1.309	1.789	9.793	13.621	1.52e-10	7.01e-09	0.162
"Srr"	-1.157	-1.338	-0.977	8.503	-13.558	1.63e-10	7.51e-09	0.126
"Ttc19"	-1.215	-1.404	-1.025	8.845	-13.528	1.69e-10	7.75e-09	0.195
"Birc3"	2.315	1.953	2.676	8.437	13.515	1.72e-10	7.84e-09	0.08
"Moxd1"	4.242	3.579	4.905	5.791	13.511	1.72e-10	7.85e-09	0.175
"Bcat2"	1.31	1.105	1.514	9.935	13.502	1.74e-10	7.89e-09	0.225
"Col15a1"	3.67	3.096	4.244	12.306	13.503	1.74e-10	7.89e-09	0.1
"Hexb"	0.877	0.74	1.015	16.235	13.499	1.75e-10	7.89e-09	0.598
"Sh3tc1"	1.786	1.507	2.066	11.623	13.497	1.75e-10	7.89e-09	0.093
"Gldn"	2.973	2.508	3.438	8.7	13.491	1.76e-10	7.91e-09	0.08
"Arhgap9"	1.597	1.347	1.848	12.205	13.464	1.82e-10	8.12e-09	0.14
"Lgals3"	2.731	2.303	3.159	16.882	13.465	1.82e-10	8.12e-09	0.364
"Npc2"	2.068	1.743	2.392	14.815	13.458	1.83e-10	8.15e-09	0.244
"Cdk6"	3.575	3.014	4.136	5.915	13.451	1.85e-10	8.19e-09	0.144
"Mapk9"	-1.234	-1.427	-1.04	9.65	-13.441	1.87e-10	8.26e-09	0.102
"Iqcb1"	-1.114	-1.289	-0.939	8.793	-13.437	1.88e-10	8.28e-09	0.109
"Cyfip2"	-1.532	-1.773	-1.291	9.338	-13.432	1.89e-10	8.3e-09	0.144
"Gusb"	2.065	1.74	2.39	9.918	13.423	1.91e-10	8.35e-09	0.108
"Tlr6"	1.643	1.385	1.901	11.983	13.422	1.91e-10	8.35e-09	0.094
"Entpd1"	1.635	1.378	1.892	9.344	13.412	1.93e-10	8.42e-09	0.141
"Mlph"	3.804	3.203	4.404	8.126	13.372	2.02e-10	8.77e-09	0.079
"Sned1"	2.6	2.189	3.01	10.78	13.373	2.02e-10	8.77e-09	0.351
"Man2b2"	2.281	1.921	2.642	8.176	13.357	2.06e-10	8.9e-09	0.136
"Ccl2"	4.201	3.537	4.865	10.861	13.349	2.08e-10	8.96e-09	0.096
"Lamb2"	1.984	1.67	2.298	13.304	13.34	2.1e-10	9.03e-09	0.099
"Loxl3"	1.844	1.552	2.136	8.24	13.335	2.11e-10	9.05e-09	0.12
"Cd72"	4.542	3.821	5.262	7.584	13.301	2.2e-10	9.39e-09	0.123
"Sphk1"	2.597	2.185	3.01	8.409	13.285	2.24e-10	9.54e-09	0.756
"Shc1"	1.889	1.589	2.19	9.769	13.28	2.25e-10	9.57e-09	0.118
"Sin3b"	1.093	0.919	1.267	15.076	13.242	2.36e-10	9.97e-09	0.108
"Pmvk"	-1.074	-1.246	-0.903	13.063	-13.237	2.37e-10	1e-08	0.209
"Bmp1"	1.305	1.097	1.513	11.012	13.222	2.41e-10	1.02e-08	0.212
"LOC686180"	2.167	1.821	2.513	9.871	13.216	2.43e-10	1.02e-08	0.147
"Mxd4"	0.962	0.808	1.115	12.075	13.207	2.45e-10	1.03e-08	0.346
"Klf6"	1.374	1.154	1.594	12.357	13.191	2.5e-10	1.04e-08	0.349
"Fam71f1"	2.833	2.379	3.287	6.355	13.178	2.54e-10	1.06e-08	0.184
"Mboat1"	3.376	2.835	3.917	7.271	13.167	2.57e-10	1.07e-08	0.108
"Gpsm3"	1.741	1.462	2.021	10.93	13.157	2.6e-10	1.08e-08	0.174
"Tnnt2"	5.13	4.307	5.953	9.805	13.154	2.61e-10	1.08e-08	0.46
"Ikbkb"	0.997	0.837	1.157	11.9	13.139	2.66e-10	1.1e-08	0.164
"Ptpn7"	2.302	1.932	2.671	9.832	13.131	2.69e-10	1.1e-08	0.067
"Myl2"	4.03	3.382	4.678	5.574	13.124	2.71e-10	1.11e-08	0.11
"Hpse"	2.399	2.013	2.785	9.443	13.114	2.74e-10	1.12e-08	0.331
"Nckap1l"	1.862	1.562	2.161	11.856	13.109	2.76e-10	1.12e-08	0.096
"Btk"	2.073	1.739	2.407	8.891	13.1	2.78e-10	1.13e-08	0.145
"Phactr3"	-1.422	-1.651	-1.193	9.337	-13.098	2.79e-10	1.13e-08	0.161
"Itpr3"	2.038	1.709	2.367	8.844	13.086	2.83e-10	1.14e-08	0.161
"Bmp6"	3.34	2.8	3.879	8.722	13.069	2.89e-10	1.16e-08	0.236
"Gpr183"	2.533	2.124	2.942	8.247	13.065	2.9e-10	1.17e-08	0.084
"Fut4"	1.304	1.093	1.515	10.963	13.06	2.92e-10	1.17e-08	0.124
"Olfml3"	2.912	2.441	3.382	9.016	13.054	2.94e-10	1.17e-08	0.125
"Rgs14"	1.48	1.241	1.72	8.637	13.055	2.94e-10	1.17e-08	0.103
"Apoc4"	3.505	2.938	4.072	10.166	13.049	2.96e-10	1.18e-08	0.262
"Efhc1"	0.994	0.833	1.155	7.976	13.013	3.09e-10	1.22e-08	0.096
"RT1-CE1"	2.061	1.726	2.395	15.104	13.01	3.1e-10	1.22e-08	0.208
"Lrrfip1"	2.194	1.838	2.55	12.095	13.005	3.12e-10	1.23e-08	0.072
"C1qc"	2.703	2.263	3.142	12.726	12.983	3.2e-10	1.25e-08	0.189
"RGD1305464"	1.592	1.333	1.851	9.003	12.984	3.19e-10	1.25e-08	0.062
"Sptbn5"	1.745	1.461	2.028	7.209	12.987	3.18e-10	1.25e-08	0.091
"Ly86"	1.883	1.577	2.19	11.337	12.975	3.23e-10	1.26e-08	0.182
"Rassf9"	1.501	1.257	1.746	9.007	12.973	3.24e-10	1.26e-08	0.185
"Nat1"	1.328	1.112	1.544	9.431	12.964	3.27e-10	1.26e-08	0.091
"Spint2"	1.413	1.183	1.643	10.907	12.963	3.28e-10	1.26e-08	0.393
"St3gal1"	1.284	1.075	1.493	10.288	12.963	3.28e-10	1.26e-08	0.116
"Tnfsf12"	1.532	1.283	1.781	9.527	12.969	3.25e-10	1.26e-08	0.142
"Osgin1"	2.106	1.763	2.449	7.373	12.949	3.33e-10	1.28e-08	0.11
"Procr"	1.87	1.566	2.175	9.546	12.947	3.34e-10	1.28e-08	0.137
"Gstm2"	4.681	3.917	5.445	8.258	12.929	3.41e-10	1.3e-08	0.085
"Tap1"	2.827	2.365	3.289	10.69	12.919	3.45e-10	1.32e-08	0.189
"Ctss"	1.042	0.872	1.213	16.061	12.913	3.48e-10	1.32e-08	0.141
"LOC689770"	5.721	4.785	6.658	7.924	12.899	3.54e-10	1.34e-08	0.268
"Gna15"	2.423	2.026	2.821	11.309	12.871	3.66e-10	1.38e-08	0.105
"Nkrf"	-1.422	-1.655	-1.189	7.71	-12.865	3.68e-10	1.39e-08	0.205
"Parp9"	2.134	1.783	2.485	9.45	12.838	3.81e-10	1.43e-08	0.127
"Atp6ap1l"	-1.894	-2.206	-1.581	5.706	-12.801	3.98e-10	1.49e-08	0.068
"C3ar1"	2.043	1.706	2.38	8.937	12.791	4.03e-10	1.51e-08	0.15
"Fa2h"	-1.948	-2.269	-1.626	7.87	-12.792	4.02e-10	1.51e-08	0.235
"Arhgap25"	1.463	1.221	1.704	9.014	12.786	4.05e-10	1.51e-08	0.088
"Map2k4"	-1.312	-1.529	-1.095	9.155	-12.787	4.05e-10	1.51e-08	0.084
"Anxa7"	1.462	1.221	1.704	11.858	12.773	4.12e-10	1.52e-08	0.108
"Foxc2"	2.877	2.401	3.352	10.429	12.774	4.11e-10	1.52e-08	0.1
"Syne2"	2.095	1.749	2.442	5.369	12.766	4.15e-10	1.53e-08	0.137
"Bmp7"	2.461	2.054	2.868	9.024	12.759	4.18e-10	1.54e-08	0.093
"RT1-CE12"	2.11	1.761	2.46	14.817	12.75	4.23e-10	1.55e-08	0.129
"Cited4"	1.571	1.311	1.831	8.111	12.745	4.25e-10	1.56e-08	0.207
"Gadd45g"	1.705	1.422	1.987	13.646	12.742	4.27e-10	1.56e-08	0.087
"Frk"	2.853	2.38	3.326	7.152	12.739	4.29e-10	1.56e-08	0.109
"LOC100360244"	-1.25	-1.457	-1.043	6.093	-12.734	4.32e-10	1.57e-08	0.138
"Acss2"	-1.688	-1.968	-1.408	8.795	-12.72	4.38e-10	1.59e-08	0.431
"Dynll2"	-1.397	-1.629	-1.165	12.411	-12.719	4.39e-10	1.59e-08	0.241
"Tmem37"	1.873	1.562	2.185	10.765	12.703	4.48e-10	1.62e-08	0.222
"Cd14"	3.38	2.817	3.943	10.011	12.678	4.62e-10	1.66e-08	0.229
"Tnfsf4"	2.121	1.767	2.474	9.727	12.659	4.73e-10	1.7e-08	0.244
"Aprt"	1.034	0.862	1.207	14.115	12.654	4.75e-10	1.71e-08	0.323
"Hs3st6"	2.81	2.341	3.279	7.858	12.646	4.8e-10	1.72e-08	0.258
"Ppp1r14c"	-1.892	-2.208	-1.576	9.317	-12.635	4.87e-10	1.74e-08	0.415
"RGD1560687"	1.304	1.086	1.522	17.424	12.607	5.03e-10	1.79e-08	0.298
"Twist1"	3.071	2.556	3.585	8.524	12.59	5.14e-10	1.82e-08	0.172
"Tgfbr2"	1.947	1.619	2.274	8.07	12.553	5.37e-10	1.9e-08	0.101
"Arc"	-2.762	-3.227	-2.297	8.564	-12.543	5.44e-10	1.92e-08	0.116
"Prelp"	3.149	2.617	3.681	10.126	12.496	5.76e-10	2.03e-08	0.19
"Slc39a4"	3.004	2.496	3.511	11.632	12.49	5.81e-10	2.04e-08	0.08
"Ppfibp1"	1.716	1.425	2.006	8.982	12.474	5.92e-10	2.08e-08	0.208
"LOC366396"	0.835	0.694	0.977	14.495	12.453	6.08e-10	2.13e-08	0.16
"Unc93b1"	2.831	2.351	3.311	8.77	12.448	6.12e-10	2.13e-08	0.065
"Wnt4"	3.998	3.32	4.676	11.428	12.448	6.12e-10	2.13e-08	0.089
"Ddr2"	3.2	2.657	3.743	7.001	12.434	6.22e-10	2.16e-08	0.238
"Msr1"	7.054	5.857	8.252	8.197	12.436	6.21e-10	2.16e-08	0.217
"Cped1"	2.815	2.337	3.293	4.508	12.432	6.24e-10	2.16e-08	0.21
"Blnk"	2.477	2.056	2.898	11.872	12.418	6.35e-10	2.19e-08	0.226
"Col16a1"	1.342	1.114	1.57	12.825	12.411	6.4e-10	2.21e-08	0.221
"Mast4"	-1.087	-1.272	-0.902	8.332	-12.397	6.51e-10	2.24e-08	0.257
"Calhm2"	1.725	1.431	2.019	8.944	12.395	6.53e-10	2.24e-08	0.394
"Sidt1"	-1.389	-1.625	-1.152	7.531	-12.389	6.57e-10	2.25e-08	0.209
"Fhl2"	2.252	1.868	2.636	9.586	12.386	6.6e-10	2.25e-08	0.118
"Ezr"	1.937	1.606	2.267	10.283	12.374	6.7e-10	2.28e-08	0.241
"Edem1"	1.27	1.054	1.487	10.498	12.363	6.8e-10	2.31e-08	0.071
"RT1-CE7"	2.577	2.137	3.017	11.315	12.363	6.79e-10	2.31e-08	0.14
"Megf6"	1.69	1.401	1.979	9.925	12.345	6.94e-10	2.35e-08	0.156
"RT1-A2"	2.363	1.959	2.768	15.01	12.341	6.98e-10	2.36e-08	0.079
"Dnai2"	1.119	0.927	1.31	8.442	12.335	7.03e-10	2.36e-08	0.25
"Trip10"	1.276	1.058	1.495	11.694	12.336	7.02e-10	2.36e-08	0.15
"Mgst3"	-1.093	-1.28	-0.906	13.309	-12.33	7.07e-10	2.37e-08	0.087
"Gmcl1"	-0.97	-1.137	-0.804	9.752	-12.327	7.1e-10	2.38e-08	0.164
"Adamts7"	1.86	1.541	2.179	10.442	12.307	7.28e-10	2.43e-08	0.44
"Mrln"	3.564	2.953	4.175	6.659	12.308	7.28e-10	2.43e-08	0.154
"Tfec"	3.659	3.031	4.287	5.28	12.29	7.43e-10	2.47e-08	0.124
"Lamb1"	2.633	2.181	3.085	9.522	12.288	7.46e-10	2.47e-08	0.093
"Galnt13"	-1.774	-2.079	-1.469	8.59	-12.275	7.58e-10	2.51e-08	0.065
"S100a10"	0.986	0.817	1.156	15.774	12.268	7.65e-10	2.52e-08	0.076
"Tdrkh"	-1.285	-1.506	-1.064	9.93	-12.265	7.67e-10	2.52e-08	0.106
"Tlr2"	1.824	1.51	2.138	13.61	12.265	7.67e-10	2.52e-08	0.085
"Ybx1"	0.941	0.779	1.103	15.251	12.271	7.62e-10	2.52e-08	0.174
"Fmo1"	3.583	2.966	4.201	7.948	12.257	7.75e-10	2.54e-08	0.09
"Ada"	2.718	2.25	3.186	10.509	12.251	7.8e-10	2.55e-08	0.158
"Il1r2"	2.578	2.134	3.022	7.221	12.248	7.83e-10	2.55e-08	0.093
"Treml1"	1.715	1.42	2.011	9.009	12.248	7.84e-10	2.55e-08	0.152
"Hgf"	2.578	2.134	3.023	4.518	12.243	7.89e-10	2.56e-08	0.283
"Ucn2"	3.203	2.648	3.758	5.411	12.183	8.5e-10	2.75e-08	0.075
"Mblac2"	-1.12	-1.314	-0.925	7.261	-12.156	8.79e-10	2.84e-08	0.08
"Lpxn"	1.818	1.502	2.134	10.891	12.146	8.91e-10	2.87e-08	0.114
"Smagp"	1.834	1.515	2.153	5.164	12.133	9.05e-10	2.91e-08	0.096
"Ppp1r15a"	1.204	0.994	1.413	10.434	12.13	9.09e-10	2.92e-08	0.064
"Ank3"	-0.984	-1.156	-0.813	9.143	-12.108	9.34e-10	2.97e-08	0.285
"Ets1"	1.167	0.964	1.371	12.87	12.112	9.29e-10	2.97e-08	0.113
"Fas"	1.867	1.542	2.192	8.12	12.111	9.3e-10	2.97e-08	0.085
"Itpkb"	1.087	0.898	1.277	8.192	12.106	9.36e-10	2.97e-08	0.088
"Pygl"	2.19	1.808	2.571	10.338	12.106	9.36e-10	2.97e-08	0.161
"Dcxr"	0.986	0.814	1.158	11.72	12.097	9.47e-10	3e-08	0.366
"Angptl8"	3.362	2.776	3.949	6.551	12.094	9.51e-10	3.01e-08	0.298
"Slc13a5"	-2.809	-3.299	-2.318	9.881	-12.086	9.6e-10	3.03e-08	0.065
"Chsy3"	-2.043	-2.401	-1.686	5.714	-12.071	9.78e-10	3.08e-08	0.271
"Plcb3"	1.801	1.486	2.116	9.061	12.068	9.82e-10	3.09e-08	0.218
"RGD1305347"	-2.149	-2.525	-1.772	8.938	-12.045	1.01e-09	3.17e-08	0.276
"Snap47"	-1.015	-1.194	-0.837	11.902	-12.027	1.03e-09	3.24e-08	0.234
"Armcx3"	-1.244	-1.463	-1.026	8.324	-12.025	1.04e-09	3.24e-08	0.243
"Zic2"	3.215	2.65	3.779	6.451	12.023	1.04e-09	3.24e-08	0.383
"Irf1"	1.558	1.284	1.832	8.168	12.01	1.06e-09	3.29e-08	0.336
"Rapgef4"	-2.898	-3.408	-2.389	6.155	-12.009	1.06e-09	3.29e-08	0.427
"Iqgap1"	2.296	1.892	2.7	10.391	12	1.07e-09	3.32e-08	0.241
"Scara3"	3.873	3.191	4.554	7.225	11.992	1.08e-09	3.34e-08	0.379
"Wnt6"	5.94	4.895	6.985	7.909	11.992	1.08e-09	3.34e-08	0.249
"Adamts2"	2.512	2.069	2.954	8.526	11.984	1.09e-09	3.36e-08	0.301
"Acsl3"	-1.238	-1.456	-1.02	13.844	-11.979	1.1e-09	3.37e-08	0.085
"Runx1"	1.285	1.058	1.511	12.304	11.98	1.1e-09	3.37e-08	0.493
"Ppfia2"	-1.615	-1.9	-1.33	5.805	-11.975	1.1e-09	3.38e-08	0.226
"Slc16a7"	1.672	1.377	1.967	8.76	11.968	1.12e-09	3.41e-08	0.645
"RGD1562265"	0.796	0.655	0.936	15.451	11.963	1.12e-09	3.42e-08	0.088
"Ccne2"	-1.936	-2.278	-1.593	7.542	-11.941	1.15e-09	3.51e-08	0.251
"Casp4"	1.895	1.56	2.231	10.936	11.93	1.17e-09	3.55e-08	0.211
"Adig"	3.769	3.102	4.436	8.01	11.921	1.18e-09	3.59e-08	0.327
"Atp10d"	1.501	1.235	1.767	8.687	11.902	1.21e-09	3.67e-08	0.084
"Dbr1"	1.576	1.296	1.855	9.412	11.896	1.22e-09	3.68e-08	0.158
"Rnf180"	-1.485	-1.749	-1.222	9.223	-11.896	1.22e-09	3.68e-08	0.198
"Slc9a6"	-1.238	-1.458	-1.018	11.371	-11.886	1.24e-09	3.72e-08	0.172
"Psme3"	-1.448	-1.706	-1.19	13.905	-11.85	1.3e-09	3.89e-08	0.119
"Renbp"	1.204	0.989	1.418	11.58	11.845	1.31e-09	3.91e-08	0.17
"Slc22a2"	5.483	4.506	6.461	4.955	11.836	1.32e-09	3.94e-08	0.219
"Soat1"	2.064	1.695	2.432	7.494	11.825	1.34e-09	3.99e-08	0.074
"Nxph1"	-1.46	-1.721	-1.2	9.335	-11.819	1.35e-09	4.01e-08	0.182
"Mgst1"	1.653	1.358	1.949	12.824	11.805	1.37e-09	4.08e-08	0.096
"Fbxo9"	-1.446	-1.705	-1.187	9.155	-11.783	1.41e-09	4.19e-08	0.231
"Atp6v0e1"	1.097	0.9	1.293	14.193	11.77	1.44e-09	4.25e-08	0.209
"Tfpi2"	2.037	1.671	2.402	7.095	11.764	1.45e-09	4.27e-08	0.137
"Spta1"	2.024	1.661	2.387	8.823	11.759	1.46e-09	4.29e-08	0.253
"Il10rb"	1.754	1.439	2.069	9.017	11.757	1.46e-09	4.3e-08	0.105
"Lyl1"	2.088	1.713	2.464	7.803	11.753	1.47e-09	4.31e-08	0.109
"Fgf12"	-1.811	-2.137	-1.486	8.457	-11.739	1.5e-09	4.37e-08	0.193
"Pnpla3"	-2.402	-2.835	-1.97	5.837	-11.738	1.5e-09	4.37e-08	0.476
"Thbd"	3.788	3.107	4.469	11.56	11.739	1.5e-09	4.37e-08	0.155
"Ccr1"	4.103	3.364	4.841	5.77	11.726	1.52e-09	4.43e-08	0.171
"Neurod6"	-2.625	-3.098	-2.152	6.06	-11.723	1.53e-09	4.44e-08	0.066
"Lrch4"	2.099	1.721	2.477	10.596	11.709	1.56e-09	4.51e-08	0.198
"C4b"	3.668	3.006	4.33	11.979	11.703	1.57e-09	4.52e-08	0.089
"Fli1"	1.945	1.595	2.296	8.293	11.703	1.57e-09	4.52e-08	0.068
"Paqr4"	-0.74	-0.874	-0.607	12.179	-11.704	1.56e-09	4.52e-08	0.116
"Timp3"	1.544	1.266	1.823	9.145	11.692	1.59e-09	4.57e-08	0.07
"Zfp365"	-1.094	-1.292	-0.896	10.566	-11.669	1.64e-09	4.7e-08	0.111
"Dcn"	3.637	2.979	4.295	12.998	11.662	1.65e-09	4.74e-08	0.225
"Nek6"	1.769	1.449	2.09	8.682	11.653	1.67e-09	4.78e-08	0.554
"Spin2a"	-1.681	-1.986	-1.377	7.98	-11.647	1.68e-09	4.81e-08	0.157
"Eif1b"	-0.926	-1.094	-0.758	13.086	-11.645	1.69e-09	4.81e-08	0.142
"Clec4a1"	3.472	2.843	4.102	9.709	11.64	1.7e-09	4.84e-08	0.08
"Neurl3"	2.462	2.016	2.909	7.825	11.639	1.7e-09	4.84e-08	0.224
"Il18bp"	2.342	1.917	2.767	10.112	11.631	1.72e-09	4.88e-08	0.29
"Gna14"	-1.659	-1.96	-1.358	7.158	-11.628	1.73e-09	4.89e-08	0.338
"Dse"	1.635	1.338	1.932	7.975	11.62	1.74e-09	4.91e-08	0.836
"Prickle1"	-0.831	-0.981	-0.68	9.376	-11.623	1.74e-09	4.91e-08	0.212
"Trim69"	1.798	1.472	2.125	7.8	11.62	1.75e-09	4.91e-08	0.262
"Vegfa"	-1.17	-1.382	-0.957	8.676	-11.618	1.75e-09	4.91e-08	0.091
"Fdps"	-1.67	-1.974	-1.367	12.785	-11.608	1.77e-09	4.97e-08	0.278
"Nfatc4"	2.335	1.909	2.76	9.572	11.588	1.82e-09	5.09e-08	0.372
"Rab34"	1.22	0.997	1.442	10.663	11.587	1.82e-09	5.09e-08	0.273
"Psmb8"	2.135	1.746	2.524	11.638	11.581	1.84e-09	5.12e-08	0.081
"Faxdc2"	1.453	1.187	1.718	7.342	11.56	1.89e-09	5.25e-08	0.321
"Slc6a20"	3.821	3.124	4.519	9.178	11.558	1.89e-09	5.26e-08	0.312
"Casp1"	1.601	1.308	1.894	10.634	11.544	1.93e-09	5.34e-08	0.078
"Ankrd33b"	4.76	3.888	5.631	7.014	11.53	1.96e-09	5.42e-08	0.1
"Crb3"	-2.006	-2.373	-1.639	7.31	-11.531	1.96e-09	5.42e-08	0.129
"F10"	4.034	3.294	4.774	9.056	11.511	2.01e-09	5.54e-08	0.11
"Uap1l1"	1.207	0.986	1.428	14.157	11.511	2.01e-09	5.54e-08	0.364
"Calm1"	-0.923	-1.092	-0.753	14.349	-11.502	2.04e-09	5.59e-08	0.198
"Trhde"	-2.132	-2.523	-1.74	3.961	-11.496	2.05e-09	5.63e-08	0.157
"Rai14"	2.289	1.868	2.709	8.491	11.489	2.07e-09	5.67e-08	0.08
"Ogfrl1"	1.349	1.101	1.597	10.789	11.468	2.13e-09	5.82e-08	0.124
"Grem2"	-1.906	-2.257	-1.555	7.398	-11.466	2.14e-09	5.82e-08	0.248
"Nupr1"	4.537	3.701	5.372	11.91	11.459	2.15e-09	5.86e-08	0.157
"Steap1"	2.671	2.179	3.163	8.776	11.454	2.17e-09	5.89e-08	0.2
"Fmod"	3.049	2.487	3.611	14.203	11.451	2.18e-09	5.9e-08	0.101
"Tagln2"	2.611	2.13	3.092	11.971	11.45	2.18e-09	5.91e-08	0.162
"Zfp36"	2.006	1.636	2.376	6.7	11.446	2.19e-09	5.93e-08	0.088
"Cdh1"	8.797	7.174	10.42	9.481	11.442	2.2e-09	5.93e-08	0.133
"Ube2v2"	-1.336	-1.583	-1.09	9.955	-11.442	2.2e-09	5.93e-08	0.154
"Nxn"	1.434	1.169	1.699	10.859	11.427	2.25e-09	6.04e-08	0.066
"Nbl1"	1.912	1.558	2.265	13.271	11.423	2.26e-09	6.06e-08	0.201
"Hist1h4b"	1.566	1.276	1.856	11.977	11.403	2.32e-09	6.22e-08	0.665
"Zmynd15"	2.64	2.151	3.129	7.286	11.401	2.32e-09	6.22e-08	0.141
"Abcg3l2"	1.579	1.286	1.871	8.984	11.392	2.35e-09	6.24e-08	0.088
"Pex5l"	-1.728	-2.048	-1.408	12.287	-11.395	2.34e-09	6.24e-08	0.091
"Ranbp6"	-1.348	-1.598	-1.098	10.071	-11.39	2.36e-09	6.24e-08	0.193
"RGD1565695"	3.306	2.694	3.918	5.114	11.393	2.35e-09	6.24e-08	0.118
"Trim63"	2.44	1.988	2.892	6.56	11.394	2.35e-09	6.24e-08	0.183
"Usp53"	1.314	1.071	1.557	8.638	11.391	2.36e-09	6.24e-08	0.413
"Gpr18"	2.594	2.113	3.074	6.964	11.388	2.36e-09	6.25e-08	0.46
"Echdc3"	1.618	1.318	1.918	6.608	11.386	2.37e-09	6.25e-08	0.424
"Mertk"	1.83	1.491	2.169	8.981	11.384	2.38e-09	6.26e-08	0.291
"Dnajb13"	1.072	0.873	1.271	6.09	11.374	2.41e-09	6.33e-08	0.605
"Fkbp10"	1.653	1.346	1.96	8.65	11.367	2.43e-09	6.38e-08	0.15
"Cds1"	-1.25	-1.482	-1.018	9.673	-11.363	2.45e-09	6.41e-08	0.15
"Armcx2"	-1.388	-1.646	-1.13	11.647	-11.36	2.45e-09	6.41e-08	0.102
"Dut"	-1.315	-1.56	-1.071	12.212	-11.353	2.48e-09	6.42e-08	0.092
"Hcn3"	-1.357	-1.61	-1.105	8.115	-11.355	2.47e-09	6.42e-08	0.142
"Hormad1"	2.321	1.89	2.753	4.657	11.354	2.47e-09	6.42e-08	0.083
"RragB"	-1.194	-1.416	-0.972	10.072	-11.355	2.47e-09	6.42e-08	0.152
"Snx20"	2.343	1.907	2.778	8.68	11.356	2.47e-09	6.42e-08	0.114
"Lum"	3.843	3.128	4.558	9.916	11.345	2.5e-09	6.48e-08	0.143
"Adamtsl4"	2.055	1.672	2.438	6.686	11.338	2.53e-09	6.53e-08	0.133
"Obsl1"	2.118	1.724	2.513	8.941	11.324	2.57e-09	6.63e-08	0.162
"Map1a"	-1.261	-1.496	-1.026	11.042	-11.316	2.6e-09	6.7e-08	0.197
"Otud1"	1.321	1.074	1.567	8.631	11.31	2.62e-09	6.74e-08	0.239
"Paip2b"	-1.185	-1.406	-0.964	7.673	-11.302	2.65e-09	6.8e-08	0.178
"Nes"	1.664	1.353	1.975	11.31	11.295	2.68e-09	6.84e-08	0.179
"Pfn2"	-1.16	-1.377	-0.943	14.333	-11.296	2.67e-09	6.84e-08	0.518
"B2m"	1.428	1.161	1.695	16.355	11.289	2.7e-09	6.88e-08	0.196
"RGD1309779"	-1.229	-1.458	-0.999	11.35	-11.285	2.71e-09	6.91e-08	0.286
"Ngfr"	1.871	1.521	2.222	10.671	11.284	2.72e-09	6.91e-08	0.142
"Stx11"	2.526	2.053	2.998	6.653	11.283	2.72e-09	6.91e-08	0.628
"Dzip1"	-1.717	-2.039	-1.396	12.513	-11.275	2.75e-09	6.96e-08	0.324
"Kcnk6"	2.65	2.154	3.146	9.292	11.274	2.75e-09	6.96e-08	0.111
"Cxcl14"	3.103	2.522	3.685	15.609	11.264	2.79e-09	7.04e-08	0.205
"Shank1"	-0.898	-1.066	-0.729	9.466	-11.256	2.82e-09	7.11e-08	0.081
"Asb3"	-1.139	-1.353	-0.925	7.911	-11.244	2.86e-09	7.2e-08	0.227
"Kdelr3"	1.397	1.134	1.659	8.325	11.245	2.86e-09	7.2e-08	0.349
